"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US98555","ZCTA5 98555","204","132","28.4","34.5","0.0","15.7","24.5","33.7","0.0","15.7","0.0","15.7","39.7","28.0","0.0","15.7","0.0","15.7","7.4","12.5","0.0","15.7","-","**","41554","26574","46.6","(X)","(X)","(X)","(X)","(X)","96","66","0.0","29.7","0.0","29.7","0.0","29.7","0.0","29.7","0.0","29.7","84.4","22.7","0.0","29.7","0.0","29.7","15.6","22.7","0.0","29.7","57115","10211","77754","27535","(X)","(X)","38.5","(X)","(X)","(X)","96","66","0.0","29.7","0.0","29.7","0.0","29.7","0.0","29.7","0.0","29.7","84.4","22.7","0.0","29.7","0.0","29.7","15.6","22.7","0.0","29.7","57115","10211","N","N","(X)","(X)","(X)","(X)","(X)","(X)","108","115","53.7","53.7","0.0","27.1","46.3","53.7","0.0","27.1","0.0","27.1","0.0","27.1","0.0","27.1","0.0","27.1","0.0","27.1","0.0","27.1","-","**","N","N","(X)","(X)","(X)","(X)","53.7","(X)"
"8600000US98557","ZCTA5 98557","1356","102","4.6","3.0","3.1","2.8","8.8","3.6","14.2","5.4","14.8","4.9","18.3","5.5","14.2","4.3","14.8","4.1","5.8","2.9","1.4","1.2","53750","7924","69024","6971","34.1","(X)","(X)","(X)","(X)","(X)","921","109","2.3","3.0","0.5","0.9","6.4","4.1","11.4","5.8","13.9","5.7","20.3","6.2","19.0","6.1","15.5","4.8","9.3","4.6","1.3","1.4","64962","9637","80500","8724","(X)","(X)","28.7","(X)","(X)","(X)","734","103","2.6","3.7","0.7","1.1","3.4","2.8","10.6","6.2","12.9","5.9","18.3","6.7","21.8","7.4","16.3","5.4","11.7","5.8","1.6","1.7","77115","16544","N","N","(X)","(X)","(X)","(X)","(X)","(X)","435","103","9.4","5.7","8.5","7.9","17.2","6.6","21.1","11.0","15.2","7.9","18.6","9.2","3.2","3.0","6.7","5.5","0.0","7.7","0.0","7.7","29750","5786","38961","5871","(X)","(X)","(X)","(X)","42.8","(X)"
"8600000US98558","ZCTA5 98558","90","105","0.0","31.1","0.0","31.1","0.0","31.1","0.0","31.1","34.4","58.7","0.0","31.1","65.6","58.7","0.0","31.1","0.0","31.1","0.0","31.1","-","**","N","N","34.4","(X)","(X)","(X)","(X)","(X)","59","92","0.0","40.1","0.0","40.1","0.0","40.1","0.0","40.1","0.0","40.1","0.0","40.1","100.0","40.1","0.0","40.1","0.0","40.1","0.0","40.1","-","**","N","N","(X)","(X)","0.0","(X)","(X)","(X)","59","92","0.0","40.1","0.0","40.1","0.0","40.1","0.0","40.1","0.0","40.1","0.0","40.1","100.0","40.1","0.0","40.1","0.0","40.1","0.0","40.1","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31","48","0.0","55.3","0.0","55.3","0.0","55.3","0.0","55.3","100.0","55.3","0.0","55.3","0.0","55.3","0.0","55.3","0.0","55.3","0.0","55.3","-","**","N","N","(X)","(X)","(X)","(X)","100.0","(X)"
"8600000US98559","ZCTA5 98559","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US98560","ZCTA5 98560","66","25","0.0","37.9","0.0","37.9","0.0","37.9","4.5","7.5","13.6","20.0","10.6","10.4","43.9","20.7","0.0","37.9","27.3","21.6","0.0","37.9","86058","1427","99617","26881","69.7","(X)","(X)","(X)","(X)","(X)","22","18","0.0","65.6","0.0","65.6","0.0","65.6","0.0","65.6","0.0","65.6","18.2","30.7","0.0","65.6","0.0","65.6","81.8","30.7","0.0","65.6","178409","27127","157614","36756","(X)","(X)","77.3","(X)","(X)","(X)","20","18","0.0","68.8","0.0","68.8","0.0","68.8","0.0","68.8","0.0","68.8","10.0","20.8","0.0","68.8","0.0","68.8","90.0","20.8","0.0","68.8","178636","7813","N","N","(X)","(X)","(X)","(X)","(X)","(X)","44","17","0.0","46.4","0.0","46.4","0.0","46.4","6.8","11.4","20.5","28.1","6.8","10.2","65.9","28.5","0.0","46.4","0.0","46.4","0.0","46.4","85385","22736","70157","14105","(X)","(X)","(X)","(X)","65.9","(X)"
"8600000US98562","ZCTA5 98562","47","73","0.0","44.9","0.0","44.9","0.0","44.9","100.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","-","**","N","N","0.0","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","47","73","0.0","44.9","0.0","44.9","0.0","44.9","100.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)"
"8600000US98563","ZCTA5 98563","3045","235","3.5","2.0","1.4","1.2","4.5","3.2","9.9","5.4","17.0","4.9","15.3","4.4","19.4","5.3","17.3","5.2","5.8","2.7","5.8","3.4","72137","11778","95866","16074","32.0","(X)","(X)","(X)","(X)","(X)","2298","183","0.8","1.1","0.3","0.6","2.2","1.9","13.9","7.9","12.1","5.4","15.8","5.8","21.1","6.5","20.9","6.4","7.1","3.3","5.7","4.0","76867","6511","99770","17833","(X)","(X)","29.3","(X)","(X)","(X)","1712","207","0.9","1.3","0.5","0.8","0.7","1.1","10.3","7.4","11.3","5.4","12.3","5.8","23.8","7.3","25.5","8.7","8.6","4.5","6.3","4.6","91596","9964","N","N","(X)","(X)","(X)","(X)","(X)","(X)","747","168","11.8","7.7","4.8","4.4","11.6","11.1","7.6","5.5","22.0","10.3","18.5","8.9","12.4","7.8","6.3","6.0","0.0","4.6","5.0","4.9","40945","8433","78623","37480","(X)","(X)","(X)","(X)","40.2","(X)"
"8600000US98564","ZCTA5 98564","970","156","5.1","3.2","5.1","4.9","13.9","6.0","18.5","7.3","9.7","4.5","19.6","6.9","10.4","6.8","9.7","5.1","5.8","3.7","2.4","2.4","47024","13482","60968","8048","35.8","(X)","(X)","(X)","(X)","(X)","640","134","2.7","3.0","0.5","0.7","14.1","7.3","17.5","9.3","10.8","5.8","20.3","8.8","13.4","9.8","11.6","6.2","5.9","3.9","3.3","3.5","55100","12763","67807","9917","(X)","(X)","33.1","(X)","(X)","(X)","537","114","1.5","2.4","0.0","6.3","11.2","7.6","20.9","10.8","12.5","6.6","20.9","9.5","10.1","7.1","13.8","7.4","5.4","4.4","3.9","4.1","55050","14117","N","N","(X)","(X)","(X)","(X)","(X)","(X)","330","107","12.4","8.8","14.8","13.2","13.6","9.2","17.6","9.0","7.3","6.5","20.9","13.6","4.5","5.6","2.7","4.0","5.5","7.0","0.6","1.6","27027","13894","44207","10977","(X)","(X)","(X)","(X)","37.6","(X)"
"8600000US98565","ZCTA5 98565","283","84","17.3","19.8","7.4","7.9","3.9","5.3","4.9","5.2","4.6","5.2","28.3","12.1","17.7","11.9","8.5","7.6","5.7","5.0","1.8","2.7","54602","7873","64346","17780","58.3","(X)","(X)","(X)","(X)","(X)","235","85","21.7","22.8","1.7","3.6","3.8","6.3","6.0","6.3","11.1","10.1","20.9","11.6","15.7","13.5","13.6","9.6","3.4","3.6","2.1","3.4","52250","19532","64733","22055","(X)","(X)","41.3","(X)","(X)","(X)","145","42","0.0","21.2","0.0","21.2","6.2","9.9","9.7","9.3","11.0","13.1","23.4","15.9","25.5","16.3","15.2","12.8","5.5","5.7","3.4","5.1","69821","41353","N","N","(X)","(X)","(X)","(X)","(X)","(X)","48","29","0.0","44.4","35.4","36.4","0.0","44.4","0.0","44.4","0.0","44.4","64.6","36.4","0.0","44.4","0.0","44.4","0.0","44.4","0.0","44.4","53529","38196","40552","15985","(X)","(X)","(X)","(X)","45.8","(X)"
"8600000US98568","ZCTA5 98568","1013","116","11.6","5.2","5.7","2.7","4.9","2.1","9.6","4.4","12.6","4.9","18.7","4.7","17.5","5.9","10.7","3.6","7.6","4.6","1.1","1.0","55028","5024","65370","7604","37.2","(X)","(X)","(X)","(X)","(X)","698","97","4.4","2.2","2.4","1.9","4.2","2.1","9.9","5.1","11.7","5.9","18.3","6.0","24.1","8.2","15.8","5.4","8.6","5.5","0.6","0.6","72813","15129","76670","8883","(X)","(X)","35.1","(X)","(X)","(X)","495","79","0.6","0.8","0.2","0.6","1.4","1.3","6.9","6.5","11.5","6.6","16.4","6.8","30.3","11.0","21.8","7.7","10.5","7.5","0.4","0.8","83547","8401","N","N","(X)","(X)","(X)","(X)","(X)","(X)","315","74","31.4","13.2","12.4","7.3","7.0","5.3","11.7","7.7","15.6","9.1","15.6","7.9","2.2","2.6","0.6","1.1","3.5","3.8","0.0","10.5","22917","16272","31920","8199","(X)","(X)","(X)","(X)","41.3","(X)"
"8600000US98569","ZCTA5 98569","3317","238","5.6","3.8","7.5","4.3","7.5","3.8","14.2","5.7","18.3","6.1","22.9","7.5","12.2","5.1","9.3","3.9","0.6","0.9","1.9","2.3","46999","7632","55395","6383","33.1","(X)","(X)","(X)","(X)","(X)","1838","224","4.9","5.0","0.0","1.9","5.4","4.4","7.5","5.2","23.1","9.6","25.6","9.2","13.1","7.7","16.9","7.0","1.0","1.6","2.6","3.8","60145","13027","67735","8950","(X)","(X)","36.7","(X)","(X)","(X)","1429","241","5.3","6.0","0.0","2.4","2.4","2.7","7.0","5.5","22.3","10.7","26.9","11.3","13.0","7.6","21.7","8.8","1.3","2.0","0.0","2.4","67955","16482","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1479","319","6.5","4.7","16.8","9.1","10.0","6.0","25.2","9.8","12.4","7.0","16.9","9.2","11.1","6.3","0.0","2.3","0.0","2.3","1.1","2.0","29627","4720","39097","6453","(X)","(X)","(X)","(X)","26.2","(X)"
"8600000US98570","ZCTA5 98570","1555","185","2.7","2.3","3.0","2.2","7.1","3.9","7.0","4.3","16.4","7.4","25.0","7.6","12.3","5.8","19.9","7.2","5.1","4.3","1.5","1.7","61455","6966","73609","8383","35.0","(X)","(X)","(X)","(X)","(X)","1253","187","0.9","1.4","0.3","0.5","3.5","3.5","10.1","5.6","12.2","6.8","30.2","9.0","13.3","6.9","21.2","8.9","6.3","5.3","1.9","2.2","67197","10048","81231","9828","(X)","(X)","32.3","(X)","(X)","(X)","990","182","1.1","1.7","0.4","0.7","3.5","4.1","3.8","2.8","8.4","4.1","29.5","9.4","16.7","8.6","26.2","10.1","8.0","6.8","2.4","2.7","76538","9617","N","N","(X)","(X)","(X)","(X)","(X)","(X)","302","94","10.3","9.4","13.9","11.2","21.9","13.7","9.3","10.3","18.9","15.6","22.2","17.3","0.0","10.9","3.6","5.8","0.0","10.9","0.0","10.9","32778","20027","34716","7989","(X)","(X)","(X)","(X)","35.8","(X)"
"8600000US98571","ZCTA5 98571","89","86","0.0","31.4","0.0","31.4","59.6","54.0","0.0","31.4","0.0","31.4","30.3","52.6","0.0","31.4","0.0","31.4","0.0","31.4","10.1","22.6","-","**","67752","78130","30.3","(X)","(X)","(X)","(X)","(X)","36","47","0.0","51.3","0.0","51.3","0.0","51.3","0.0","51.3","0.0","51.3","75.0","59.1","0.0","51.3","0.0","51.3","0.0","51.3","25.0","59.1","-","**","N","N","(X)","(X)","75.0","(X)","(X)","(X)","27","47","0.0","59.2","0.0","59.2","0.0","59.2","0.0","59.2","0.0","59.2","100.0","59.2","0.0","59.2","0.0","59.2","0.0","59.2","0.0","59.2","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","53","71","0.0","42.3","0.0","42.3","100.0","42.3","0.0","42.3","0.0","42.3","0.0","42.3","0.0","42.3","0.0","42.3","0.0","42.3","0.0","42.3","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)"
"8600000US98572","ZCTA5 98572","280","57","4.3","5.1","1.4","2.5","7.5","6.4","12.5","8.5","13.2","7.9","26.1","9.6","19.6","8.6","10.7","6.5","4.6","3.7","0.0","11.7","60921","7526","65408","8469","38.6","(X)","(X)","(X)","(X)","(X)","175","43","6.9","8.1","1.1","2.7","1.1","1.8","16.0","11.4","5.1","4.9","26.9","13.1","18.3","10.1","17.1","10.0","7.4","5.8","0.0","18.0","67625","13141","73885","11900","(X)","(X)","44.6","(X)","(X)","(X)","139","38","2.2","3.2","1.4","3.4","1.4","2.3","16.5","13.7","6.5","6.1","20.1","12.0","20.9","12.1","21.6","12.4","9.4","7.5","0.0","22.0","77656","18459","N","N","(X)","(X)","(X)","(X)","(X)","(X)","105","47","0.0","27.7","1.9","4.5","18.1","15.5","10.5","13.5","26.7","20.6","33.3","18.8","9.5","10.2","0.0","27.7","0.0","27.7","0.0","27.7","41375","16581","46411","6897","(X)","(X)","(X)","(X)","28.6","(X)"
"8600000US98575","ZCTA5 98575","65","22","3.1","8.3","4.6","6.5","9.2","10.0","15.4","22.2","12.3","10.4","35.4","21.5","12.3","18.4","4.6","6.7","3.1","4.7","0.0","38.2","53472","19280","55677","12466","41.5","(X)","(X)","(X)","(X)","(X)","43","23","4.7","11.8","0.0","46.9","0.0","46.9","0.0","46.9","11.6","11.8","53.5","22.4","18.6","25.7","7.0","9.9","4.7","7.0","0.0","46.9","64583","12145","69891","13898","(X)","(X)","55.8","(X)","(X)","(X)","35","19","5.7","14.1","0.0","52.0","0.0","52.0","0.0","52.0","14.3","13.2","65.7","19.0","0.0","52.0","8.6","11.7","5.7","8.4","0.0","52.0","61250","12906","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22","17","0.0","65.6","13.6","20.4","27.3","36.1","45.5","48.5","13.6","27.2","0.0","65.6","0.0","65.6","0.0","65.6","0.0","65.6","0.0","65.6","33000","15755","27895","6415","(X)","(X)","(X)","(X)","13.6","(X)"
"8600000US98576","ZCTA5 98576","1996","206","6.3","5.3","4.4","3.5","12.9","6.5","5.9","3.2","12.2","5.1","17.3","5.4","14.8","4.7","18.4","5.3","3.6","2.1","4.2","2.9","63238","7741","73139","7674","35.0","(X)","(X)","(X)","(X)","(X)","1223","131","3.9","2.3","0.6","0.6","5.5","3.6","3.6","2.9","13.7","5.6","18.9","6.2","19.3","6.5","23.5","7.1","5.6","3.2","5.5","4.6","81645","11722","88818","9046","(X)","(X)","29.5","(X)","(X)","(X)","921","120","2.2","2.0","0.3","0.5","1.7","2.0","2.7","2.6","8.4","4.1","18.0","6.4","22.9","8.0","31.2","9.2","6.3","3.4","6.3","5.9","89583","8738","N","N","(X)","(X)","(X)","(X)","(X)","(X)","773","178","10.6","12.9","10.5","8.9","28.5","14.6","7.5","5.1","12.5","9.6","17.3","9.7","4.8","3.4","5.8","3.9","1.0","1.4","1.4","2.0","25583","11932","42273","9629","(X)","(X)","(X)","(X)","38.9","(X)"
"8600000US98577","ZCTA5 98577","2791","275","5.8","2.4","5.2","2.2","10.2","3.2","9.5","3.8","14.0","4.0","23.0","5.3","12.9","4.0","14.0","3.3","4.7","2.3","0.7","0.8","53713","6630","63945","4992","35.5","(X)","(X)","(X)","(X)","(X)","1953","220","5.0","3.0","2.7","2.3","6.3","3.3","10.0","5.2","14.8","5.3","23.2","6.0","13.3","4.8","19.1","4.6","5.2","2.6","0.3","0.5","63413","9705","70247","5583","(X)","(X)","33.4","(X)","(X)","(X)","1525","236","2.6","2.1","2.0","2.3","2.1","1.7","8.7","5.4","15.8","6.4","23.5","6.9","16.7","5.9","21.5","5.6","6.6","3.3","0.4","0.6","70346","5692","N","N","(X)","(X)","(X)","(X)","(X)","(X)","838","182","10.6","6.4","11.0","5.2","23.3","7.5","9.4","5.7","12.2","6.7","16.8","6.6","10.0","7.6","4.5","3.9","0.6","1.0","1.6","2.4","31750","12596","44104","7662","(X)","(X)","(X)","(X)","35.3","(X)"
"8600000US98579","ZCTA5 98579","4871","290","1.8","1.3","4.1","2.4","8.5","4.0","6.1","2.7","13.3","3.8","18.1","4.2","19.2","4.2","19.7","3.9","6.5","2.6","2.7","1.4","72490","5824","79525","5794","32.6","(X)","(X)","(X)","(X)","(X)","3510","241","2.8","2.7","3.3","3.1","5.6","3.3","4.6","2.5","9.3","3.8","18.0","5.0","19.5","5.6","26.1","5.4","8.0","3.5","2.8","1.7","80172","7685","87263","7528","(X)","(X)","31.9","(X)","(X)","(X)","2746","243","0.7","0.9","2.8","3.6","3.1","2.5","4.9","3.1","9.6","4.6","16.2","5.1","21.0","6.2","29.2","6.5","9.5","4.5","3.0","2.0","86083","14616","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1361","258","2.9","2.6","6.0","3.6","16.5","8.3","10.0","5.8","20.6","7.9","20.9","9.5","14.8","7.4","4.6","3.6","2.2","2.7","1.3","2.2","44303","4907","54113","7874","(X)","(X)","(X)","(X)","34.3","(X)"
"8600000US98580","ZCTA5 98580","4263","278","8.3","3.7","3.6","2.8","8.0","3.7","7.5","3.1","9.1","4.0","21.9","4.8","12.7","4.6","16.9","4.5","7.1","3.8","4.9","2.0","64066","7076","82149","8810","34.2","(X)","(X)","(X)","(X)","(X)","3124","293","4.8","3.7","3.5","3.9","7.0","4.3","6.4","3.0","6.5","3.4","25.9","6.1","12.4","4.9","18.3","4.8","9.3","5.1","6.0","2.7","69048","12368","92751","11499","(X)","(X)","35.4","(X)","(X)","(X)","2303","274","0.0","1.5","1.1","1.6","4.3","3.1","5.8","3.2","3.5","2.3","25.3","7.4","15.2","6.0","24.8","6.2","11.9","6.7","8.1","3.5","90977","14429","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1139","253","24.9","12.4","3.9","2.9","12.9","9.2","11.2","7.2","16.3","10.5","12.6","7.2","7.5","5.5","8.0","8.1","1.7","2.7","1.1","1.8","31701","16272","43612","11143","(X)","(X)","(X)","(X)","30.6","(X)"
"8600000US98581","ZCTA5 98581","335","90","8.7","8.3","0.0","9.9","16.7","16.3","20.0","16.4","20.0","15.4","31.6","17.9","0.0","9.9","3.0","4.8","0.0","9.9","0.0","9.9","35945","10989","40967","9305","30.4","(X)","(X)","(X)","(X)","(X)","149","78","0.0","20.8","0.0","20.8","3.4","5.0","6.7","10.1","18.8","18.0","71.1","20.7","0.0","20.8","0.0","20.8","0.0","20.8","0.0","20.8","65625","16915","56409","6736","(X)","(X)","61.7","(X)","(X)","(X)","129","75","0.0","23.5","0.0","23.5","3.9","5.7","0.0","23.5","21.7","22.0","74.4","22.1","0.0","23.5","0.0","23.5","0.0","23.5","0.0","23.5","65625","17101","N","N","(X)","(X)","(X)","(X)","(X)","(X)","186","87","15.6","15.4","0.0","17.1","27.4","27.2","30.6","26.2","21.0","24.7","0.0","17.1","0.0","17.1","5.4","8.6","0.0","17.1","0.0","17.1","28070","14987","28597","10405","(X)","(X)","(X)","(X)","5.4","(X)"
"8600000US98582","ZCTA5 98582","98","67","15.3","24.4","28.6","34.5","0.0","29.2","0.0","29.2","21.4","19.8","0.0","29.2","17.3","20.5","17.3","17.9","0.0","29.2","0.0","29.2","-","**","46074","23366","24.5","(X)","(X)","(X)","(X)","(X)","42","34","0.0","47.5","0.0","47.5","0.0","47.5","0.0","47.5","28.6","36.5","0.0","47.5","40.5","36.5","31.0","34.9","0.0","47.5","0.0","47.5","87045","27423","80807","21095","(X)","(X)","0.0","(X)","(X)","(X)","42","34","0.0","47.5","0.0","47.5","0.0","47.5","0.0","47.5","28.6","36.5","0.0","47.5","40.5","36.5","31.0","34.9","0.0","47.5","0.0","47.5","87045","27423","N","N","(X)","(X)","(X)","(X)","(X)","(X)","56","58","26.8","46.4","50.0","47.5","0.0","41.1","0.0","41.1","16.1","22.4","0.0","41.1","0.0","41.1","7.1","14.2","0.0","41.1","0.0","41.1","-","**","20025","16349","(X)","(X)","(X)","(X)","42.9","(X)"
"8600000US98583","ZCTA5 98583","64","40","0.0","38.5","9.4","12.2","0.0","38.5","20.3","29.6","45.3","32.8","4.7","11.7","4.7","9.8","15.6","23.9","0.0","38.5","0.0","38.5","41563","8187","50766","21114","42.2","(X)","(X)","(X)","(X)","(X)","48","34","0.0","44.4","6.3","11.8","0.0","44.4","27.1","36.8","39.6","38.7","6.3","16.5","0.0","44.4","20.8","31.7","0.0","44.4","0.0","44.4","40781","12639","52779","28021","(X)","(X)","43.8","(X)","(X)","(X)","48","34","0.0","44.4","6.3","11.8","0.0","44.4","27.1","36.8","39.6","38.7","6.3","16.5","0.0","44.4","20.8","31.7","0.0","44.4","0.0","44.4","40781","12639","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16","20","0.0","76.9","18.8","39.5","0.0","76.9","0.0","76.9","62.5","61.7","0.0","76.9","18.8","42.8","0.0","76.9","0.0","76.9","0.0","76.9","46250","24541","44725","17011","(X)","(X)","(X)","(X)","37.5","(X)"
"8600000US98584","ZCTA5 98584","13696","489","6.7","1.8","3.4","1.0","10.2","1.7","10.6","1.6","11.7","1.9","20.1","2.4","13.7","1.8","16.7","2.5","4.1","1.0","2.8","1.0","58193","3287","69891","3337","32.7","(X)","(X)","(X)","(X)","(X)","8922","477","5.3","1.6","2.3","1.4","6.6","1.6","10.7","2.1","10.0","2.0","20.0","3.3","16.1","2.3","19.8","3.3","5.7","1.5","3.5","1.3","70181","2874","78219","3902","(X)","(X)","33.4","(X)","(X)","(X)","6099","406","2.4","1.3","0.8","0.6","5.3","1.8","5.8","1.9","8.9","2.2","18.7","3.0","19.0","2.9","26.0","4.2","8.0","2.0","5.2","1.9","83637","4416","93309","4700","(X)","(X)","(X)","(X)","(X)","(X)","4774","379","11.6","3.7","6.5","2.1","17.3","4.0","14.6","3.1","12.1","3.1","20.6","4.5","7.9","2.8","7.8","2.9","0.7","0.6","0.9","1.1","34569","7588","47890","5367","(X)","(X)","(X)","(X)","26.6","(X)"
"8600000US98585","ZCTA5 98585","430","147","1.9","3.2","8.4","8.0","21.6","21.2","10.0","12.1","1.9","3.0","15.8","11.4","31.9","18.1","4.7","4.8","2.6","4.0","1.4","2.3","68056","47889","62583","12109","34.2","(X)","(X)","(X)","(X)","(X)","155","67","0.0","20.1","0.0","20.1","0.0","20.1","0.0","20.1","0.0","20.1","16.8","17.4","59.4","23.3","12.9","12.2","7.1","11.9","3.9","7.0","91097","2693","105734","17589","(X)","(X)","15.5","(X)","(X)","(X)","93","44","0.0","30.4","0.0","30.4","0.0","30.4","0.0","30.4","0.0","30.4","14.0","19.5","46.2","24.0","21.5","20.1","11.8","17.5","6.5","10.7","93173","59807","N","N","(X)","(X)","(X)","(X)","(X)","(X)","275","139","2.9","5.4","13.1","13.8","33.8","30.5","15.6","18.8","2.9","5.0","15.3","15.8","16.4","22.3","0.0","11.9","0.0","11.9","0.0","11.9","27589","14222","38262","13952","(X)","(X)","(X)","(X)","44.7","(X)"
"8600000US98586","ZCTA5 98586","625","117","9.3","6.1","7.4","5.1","8.3","4.6","10.4","6.3","15.5","6.5","22.4","7.0","10.4","5.6","13.3","5.8","3.0","2.9","0.0","5.4","47396","10028","54582","7149","26.2","(X)","(X)","(X)","(X)","(X)","382","88","3.9","4.7","0.8","1.6","6.5","5.1","15.2","10.0","16.2","8.0","23.0","8.3","7.6","5.2","21.7","8.9","5.0","4.8","0.0","8.7","58214","14118","65512","9763","(X)","(X)","31.7","(X)","(X)","(X)","273","75","1.5","2.0","1.1","2.2","1.5","2.2","8.4","7.7","22.7","10.1","22.7","9.5","10.6","7.1","24.5","11.9","7.0","6.7","0.0","12.0","63516","12092","N","N","(X)","(X)","(X)","(X)","(X)","(X)","243","78","17.7","13.7","17.7","11.5","11.1","10.7","5.3","4.8","11.9","10.1","21.4","14.1","14.8","10.7","0.0","13.4","0.0","13.4","0.0","13.4","29250","24674","36961","7859","(X)","(X)","(X)","(X)","17.7","(X)"
"8600000US98587","ZCTA5 98587","239","39","13.0","5.9","13.0","5.8","10.5","4.4","15.1","5.9","8.8","4.1","17.2","6.7","10.5","5.3","11.3","5.0","0.8","1.3","0.0","13.6","34205","10271","46012","6176","36.0","(X)","(X)","(X)","(X)","(X)","154","36","5.2","5.0","9.1","6.3","7.1","4.7","21.4","9.1","10.4","6.2","24.0","10.9","9.7","5.8","11.7","6.4","1.3","2.0","0.0","20.2","43500","19193","52369","6943","(X)","(X)","48.1","(X)","(X)","(X)","67","21","7.5","8.0","16.4","12.0","0.0","37.6","13.4","9.9","9.0","9.0","19.4","11.3","9.0","9.7","22.4","11.7","3.0","4.5","0.0","37.6","54583","16210","N","N","(X)","(X)","(X)","(X)","(X)","(X)","85","21","30.6","13.0","20.0","11.1","16.5","9.8","9.4","8.5","8.2","9.3","7.1","6.5","4.7","5.6","3.5","4.9","0.0","32.4","0.0","32.4","14896","3803","25862","7486","(X)","(X)","(X)","(X)","14.1","(X)"
